id_produttori,id_categorie,sotto_categoria,categoria_nome,campo,valoreregola
2,8,Evo/F,Gruppo C,Corona,Slot.it GM26O
2,8,Evo/F,Gruppo C,Corona,Slot.it GM27O
2,8,Evo/F,Gruppo C,Corona,Slot.it GMF55
2,8,Evo/F,Gruppo C,Pignoni,Slot.it PI09
2,8,Evo/F,Gruppo C,Pignoni,Slot.it PI10
2,8,Evo/F,Gruppo C,Assale Anteriore,Tutti gli assali Slot.it
2,8,Evo/F,Gruppo C,Assale Anteriore,Slot.it PA39
2,8,Evo/F,Gruppo C,Assale Posteriore,Tutti gli assali Slot.it
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808215P
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808225P
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808215-3D
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808215A
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808225A
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808215Ma
2,8,Evo/F,Gruppo C,Cerchi Anteriori,Slot.it W15808225M
2,8,Evo/F,Gruppo C,Cerchi Posteriori,Slot.it W16508215A
2,8,Evo/F,Gruppo C,Cerchi Posteriori,Slot.it W16508215MA
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH06
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH07
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH10
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH26
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH66
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH85
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH85d
2,8,Evo/F,Gruppo C,Pickup,Slot.it CH88B
2,8,Evo/F,Gruppo C,Viti Carrozzeria,Viti Metriche Slot.it
2,8,Evo/F,Gruppo C,Viti Metriche Sospensioni,Slot.it CH72
2,8,Evo/F,Gruppo C,Viti Metriche Sospensioni,Slot.it CH127
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH47c
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH68
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH69
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH67
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH65
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH115
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH118b2
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH61
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH60c1
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH82c1
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH123
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH119b2
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH130b2
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH131b2
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH117c1
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH118c
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH119c1
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH124c1
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH82b2
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH76
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH75
2,8,Evo/F,Gruppo C,Sospensioni,Slot.it CH74
2,8,Evo/F,Gruppo C,Dettaglio_Supporto,Slot.it PA02
2,8,Evo/F,Gruppo C,Dettaglio_Supporto,Slot.it PA32
2,8,Evo/F,Gruppo C,Dettaglio_Supporto,Slot.it CH56B
2,8,Evo/F,Gruppo C,Dettaglio_Supporto,Boccole in plastica
2,8,Evo/F,Gruppo C,Tipo_Sospensione,Molle
2,8,Evo/F,Gruppo C,Tipo_Sospensione,Magneti (sospensioni magnetiche)
2,8,Evo/F,Gruppo C,Stopper,Slot.it PA25
2,8,Evo/F,Gruppo C,Stopper,Slot.it PA57
2,8,Evo/F,Gruppo C,Gomme Anteriori,Slot.it PT15
2,8,Evo/F,Gruppo C,Gomme Anteriori,Slot.it PT19
2,8,Evo/F,Gruppo C,Gomme Anteriori,Slot.it PT1214S2
2,8,Evo/F,Gruppo C,Gomme Posteriori,Slot.it PT1207F22
2,8,Evo/F,Gruppo C,Gomme Posteriori,Slot.it PT1207P6B
2,8,Evo/F,Gruppo C,Gomme Posteriori,Slot.it PT1207G25
2,10,Prototipi,Classic,Motore,Slot.it MX16-m
2,10,Prototipi,Classic,Supporto Motore,Slot.it CH67
2,10,Prototipi,Classic,Supporto Motore,Slot.it CH68
2,10,Prototipi,Classic,Supporto Motore,Slot.it CH69
2,10,Prototipi,Classic,Corona,Slot.it GS17030-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS17032-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS17034-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS17531-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS17533-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS17535-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1831-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1832-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1833-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1834-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1835-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1836-LPL
2,10,Prototipi,Classic,Corona,Slot.it GS1831
2,10,Prototipi,Classic,Corona,Slot.it GS1832
2,10,Prototipi,Classic,Corona,Slot.it GS1833
2,10,Prototipi,Classic,Corona,Slot.it GS1834
2,10,Prototipi,Classic,Corona,Slot.it GS1835
2,10,Prototipi,Classic,Corona,Slot.it GS1836
2,10,Prototipi,Classic,Pignoni,Slot.it PS10
2,10,Prototipi,Classic,Pignoni,Slot.it PS11
2,10,Prototipi,Classic,Pignoni,Slot.it PS12
2,10,Prototipi,Classic,Pignoni,Slot.it PS13
2,10,Prototipi,Classic,Pignoni,Slot.it PI6510E
2,10,Prototipi,Classic,Pignoni,Slot.it PI6511E
2,10,Prototipi,Classic,Pignoni,Slot.it PI6512E
2,10,Prototipi,Classic,Pignoni,Slot.it PI7012E
2,10,Prototipi,Classic,Pignoni,Slot.it PI7013E
2,10,Prototipi,Classic,Pignoni,Slot.it PI7014E
2,10,Prototipi,Classic,Pignoni,Slot.it PI7513E
2,10,Prototipi,Classic,Pignoni,Slot.it PI7514E
2,10,Prototipi,Classic,Pignoni,Slot.it PI7515E
2,10,Prototipi,Classic,Assale Anteriore,Tutti gli assali Slot.it
2,10,Prototipi,Classic,Assale Anteriore,Slot.it PA39
2,10,Prototipi,Classic,Assale Posteriore,Tutti gli assali Slot.it
2,10,Prototipi,Classic,Cerchi Anteriori,Tutte le ruote Slot.it 14.3x8.2mm
2,10,Prototipi,Classic,Cerchi Posteriori,Tutte le ruote Slot.it 15.8x8.2mm
2,10,Prototipi,Classic,Pickup,Slot.it CH06
2,10,Prototipi,Classic,Pickup,Slot.it CH07
2,10,Prototipi,Classic,Pickup,Slot.it CH10
2,10,Prototipi,Classic,Pickup,Slot.it CH26
2,10,Prototipi,Classic,Pickup,Slot.it CH66
2,10,Prototipi,Classic,Pickup,Slot.it CH85
2,10,Prototipi,Classic,Pickup,Slot.it CH85d
2,10,Prototipi,Classic,Pickup,Slot.it CH88B
2,10,Prototipi,Classic,Viti Carrozzeria,Viti Metriche Slot.it
2,10,Prototipi,Classic,Viti Metriche Sospensioni,Slot.it CH72
2,10,Prototipi,Classic,Viti Metriche Sospensioni,Slot.it CH127
2,10,Prototipi,Classic,Dettaglio_Supporto,Slot.it PA02
2,10,Prototipi,Classic,Dettaglio_Supporto,Slot.it PA32
2,10,Prototipi,Classic,Dettaglio_Supporto,Slot.it CH56B
2,10,Prototipi,Classic,Dettaglio_Supporto,Boccole in plastica
2,10,Prototipi,Classic,Stopper,Slot.it PA25
2,10,Prototipi,Classic,Stopper,Slot.it PA57
2,10,Prototipi,Classic,Gomme Anteriori,Slot.it PT15
2,10,Prototipi,Classic,Gomme Anteriori,Slot.it PT19
2,10,Prototipi,Classic,Gomme Posteriori,Slot.it PT1207F22
2,10,Sport,Classic,Motore,Slot.it MX16-m
2,10,Sport,Classic,Supporto Motore,Slot.it CH67
2,10,Sport,Classic,Corona,Slot.it GS17531-LPL
2,10,Sport,Classic,Corona,Slot.it GS17533-LPL
2,10,Sport,Classic,Corona,Slot.it GS17535-LPL
2,10,Sport,Classic,Corona,Slot.it GS1831-LPL
2,10,Sport,Classic,Corona,Slot.it GS1832-LPL
2,10,Sport,Classic,Corona,Slot.it GS1833-LPL
2,10,Sport,Classic,Corona,Slot.it GS1834-LPL
2,10,Sport,Classic,Corona,Slot.it GS1835-LPL
2,10,Sport,Classic,Corona,Slot.it GS1836-LPL
2,10,Sport,Classic,Corona,Slot.it GS1831
2,10,Sport,Classic,Corona,Slot.it GS1832
2,10,Sport,Classic,Corona,Slot.it GS1833
2,10,Sport,Classic,Corona,Slot.it GS1834
2,10,Sport,Classic,Corona,Slot.it GS1835
2,10,Sport,Classic,Corona,Slot.it GS1836
2,10,Sport,Classic,Pignoni,Slot.it PS10
2,10,Sport,Classic,Pignoni,Slot.it PS11
2,10,Sport,Classic,Pignoni,Slot.it PS12
2,10,Sport,Classic,Pignoni,Slot.it PS13
2,10,Sport,Classic,Pignoni,Slot.it PI6510E
2,10,Sport,Classic,Pignoni,Slot.it PI6511E
2,10,Sport,Classic,Pignoni,Slot.it PI6512E
2,10,Sport,Classic,Pignoni,Slot.it PI7012E
2,10,Sport,Classic,Pignoni,Slot.it PI7013E
2,10,Sport,Classic,Pignoni,Slot.it PI7014E
2,10,Sport,Classic,Assale Anteriore,Tutti gli assali Slot.it
2,10,Sport,Classic,Assale Anteriore,Slot.it PA39
2,10,Sport,Classic,Assale Posteriore,Tutti gli assali Slot.it
2,10,Sport,Classic,Cerchi Anteriori,Tutte le ruote Slot.it 15.8x8.2mm
2,10,Sport,Classic,Cerchi Posteriori,Tutte le ruote Slot.it 15.8x8.2mm
2,10,Sport,Classic,Pickup,Slot.it CH06
2,10,Sport,Classic,Pickup,Slot.it CH07
2,10,Sport,Classic,Pickup,Slot.it CH10
2,10,Sport,Classic,Pickup,Slot.it CH26
2,10,Sport,Classic,Pickup,Slot.it CH66
2,10,Sport,Classic,Pickup,Slot.it CH85
2,10,Sport,Classic,Pickup,Slot.it CH85d
2,10,Sport,Classic,Pickup,Slot.it CH88B
2,10,Sport,Classic,Viti Carrozzeria,Viti Metriche Slot.it
2,10,Sport,Classic,Viti Metriche Sospensioni,Slot.it CH72
2,10,Sport,Classic,Viti Metriche Sospensioni,Slot.it CH127
2,10,Sport,Classic,Dettaglio_Supporto,Slot.it PA02
2,10,Sport,Classic,Dettaglio_Supporto,Slot.it PA32
2,10,Sport,Classic,Dettaglio_Supporto,Slot.it CH56B
2,10,Sport,Classic,Dettaglio_Supporto,Boccole in plastica
2,10,Sport,Classic,Stopper,Slot.it PA25
2,10,Sport,Classic,Stopper,Slot.it PA57
2,10,Sport,Classic,Gomme Anteriori,Slot.it PT15
2,10,Sport,Classic,Gomme Anteriori,Slot.it PT19
2,10,Sport,Classic,Gomme Posteriori,Slot.it PT1207F22
2,14,Box Stock,GT3,Motore,MX16-m
2,14,Box Stock,GT3,Supporto Motore,CH65
2,14,Box Stock,GT3,Supporto Motore,CH115b
2,14,Box Stock,GT3,Corona,GS1831
2,14,Box Stock,GT3,Corona,GS1832
2,14,Box Stock,GT3,Corona,GS1833
2,14,Box Stock,GT3,Corona,GS1834
2,14,Box Stock,GT3,Corona,GS1835
2,14,Box Stock,GT3,Corona,GS1836
2,14,Box Stock,GT3,Corona,GS1831-LPL
2,14,Box Stock,GT3,Corona,GS1832-LPL
2,14,Box Stock,GT3,Corona,GS1833-LPL
2,14,Box Stock,GT3,Corona,GS1834-LPL
2,14,Box Stock,GT3,Corona,GS1835-LPL
2,14,Box Stock,GT3,Corona,GS1836-LPL
2,14,Box Stock,GT3,Pignoni,PS11
2,14,Box Stock,GT3,Pignoni,PS12
2,14,Box Stock,GT3,Pignoni,PI6511E
2,14,Box Stock,GT3,Pignoni,PI6512E
2,14,Box Stock,GT3,Cerchi Anteriori,W17308215P
2,14,Box Stock,GT3,Cerchi Anteriori,W17308225P
2,14,Box Stock,GT3,Cerchi Posteriori,W17308215A
2,14,Box Stock,GT3,Cerchi Posteriori,W17308225A
2,14,Box Stock,GT3,Cerchi Posteriori,W17309715A
2,14,Box Stock,GT3,Gomme Posteriori,PT1323
2,14,Box Stock,GT3,Gomme Posteriori,PT1209SP30
2,14,Box Stock,GT3,Gomme Anteriori,PT15
2,14,Evo,GT3,Motore,MX16-m
2,14,Evo,GT3,Supporto Motore,CH65
2,14,Evo,GT3,Supporto Motore,CH115b
2,14,Evo,GT3,Corona,GS1831
2,14,Evo,GT3,Corona,GS1832
2,14,Evo,GT3,Corona,GS1833
2,14,Evo,GT3,Corona,GS1834
2,14,Evo,GT3,Corona,GS1835
2,14,Evo,GT3,Corona,GS1836
2,14,Evo,GT3,Corona,GS1831-LPL
2,14,Evo,GT3,Corona,GS1832-LPL
2,14,Evo,GT3,Corona,GS1833-LPL
2,14,Evo,GT3,Corona,GS1834-LPL
2,14,Evo,GT3,Corona,GS1835-LPL
2,14,Evo,GT3,Corona,GS1836-LPL
2,14,Evo,GT3,Pignoni,PS11
2,14,Evo,GT3,Pignoni,PS12
2,14,Evo,GT3,Pignoni,PI6511E
2,14,Evo,GT3,Pignoni,PI6512E
2,14,Evo,GT3,Cerchi Anteriori,W17308215P
2,14,Evo,GT3,Cerchi Anteriori,W17308225P
2,14,Evo,GT3,Cerchi Anteriori,W17308215-3D
2,14,Evo,GT3,Cerchi Anteriori,W17308215A
2,14,Evo,GT3,Cerchi Anteriori,W17308225A
2,14,Evo,GT3,Cerchi Anteriori,W17308215M
2,14,Evo,GT3,Cerchi Anteriori,W17308225M
2,14,Evo,GT3,Cerchi Posteriori,W17308215A
2,14,Evo,GT3,Cerchi Posteriori,W17308225A
2,14,Evo,GT3,Cerchi Posteriori,W17309715A
2,14,Evo,GT3,Cerchi Posteriori,W17308215M
2,14,Evo,GT3,Cerchi Posteriori,W17309715M
2,14,Evo,GT3,Cerchi Posteriori,W17308225M
2,14,Evo,GT3,Gomme Posteriori,PT1323
2,14,Evo,GT3,Gomme Posteriori,PT1209SP30
2,14,Evo,GT3,Gomme Anteriori,PT15
2,14,Evo2,GT3,Motore,MN09CH
2,14,Evo2,GT3,Motore,MN13CH
2,14,Evo2,GT3,Motore,MN08CH
2,14,Evo2,GT3,Supporto Motore,CH74
2,14,Evo2,GT3,Supporto Motore,CH82b
2,14,Evo2,GT3,Supporto Motore,CH119b
2,14,Evo2,GT3,Corona,GA1626
2,14,Evo2,GT3,Corona,GA1627
2,14,Evo2,GT3,Corona,GA1628
2,14,Evo2,GT3,Corona,GA1629
2,14,Evo2,GT3,Corona,GA1630
2,14,Evo2,GT3,Corona,GA1631
2,14,Evo2,GT3,Corona,GA1632
2,14,Evo2,GT3,Corona,GA1633
2,14,Evo2,GT3,Corona,GA1634
2,14,Evo2,GT3,Corona,GA1635
2,14,Evo2,GT3,Corona,GA1636
2,14,Evo2,GT3,Corona,GA1626-LPL
2,14,Evo2,GT3,Corona,GA1627-LPL
2,14,Evo2,GT3,Corona,GA1628-LPL
2,14,Evo2,GT3,Corona,GA1629-LPL
2,14,Evo2,GT3,Corona,GA1630-LPL
2,14,Evo2,GT3,Pignoni,PS11
2,14,Evo2,GT3,Pignoni,PS12
2,14,Evo2,GT3,Pignoni,PI6511E
2,14,Evo2,GT3,Pignoni,PI6512E
2,14,Evo2,GT3,Cerchi Anteriori,W16508215P
2,14,Evo2,GT3,Cerchi Anteriori,W16508225P
2,14,Evo2,GT3,Cerchi Anteriori,W16508215-3D
2,14,Evo2,GT3,Cerchi Anteriori,W16508215A
2,14,Evo2,GT3,Cerchi Anteriori,W16508225A
2,14,Evo2,GT3,Cerchi Anteriori,W16508215M
2,14,Evo2,GT3,Cerchi Anteriori,W16508225M
2,14,Evo2,GT3,Cerchi Posteriori,W17308215A
2,14,Evo2,GT3,Cerchi Posteriori,W17308225A
2,14,Evo2,GT3,Cerchi Posteriori,W17309715A
2,14,Evo2,GT3,Cerchi Posteriori,W17308215M
2,14,Evo2,GT3,Cerchi Posteriori,W17309715M
2,14,Evo2,GT3,Cerchi Posteriori,W17308225M
2,14,Evo2,GT3,Gomme Posteriori,PT1323
2,14,Evo2,GT3,Gomme Posteriori,PT1209SP30
2,14,Evo2,GT3,Gomme Anteriori,PT15
